year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,3,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",89.00,8.00,4.46,1.00,1.61,0.00,0.93,1.00,1.00,412.00,262.00,38.00,53.00,0.00,59.00
2023,3,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.00,8.00,3.95,0.37,1.29,0.00,2.40,0.00,0.00,357.00,188.00,7.00,44.00,0.00,118.00
2023,3,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",11.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,60.00,24.00,0.00,0.00,0.00,36.00
2023,3,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",201.00,27.00,13.04,0.46,7.06,0.00,6.44,7.00,1.00,1336.00,742.00,13.00,220.00,0.00,361.00
2023,3,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1598.00,222.00,57.22,8.08,61.32,0.00,95.38,8.00,6.00,18248.00,7265.00,774.00,3458.00,0.00,6751.00
2023,3,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",47.00,8.00,1.42,1.80,3.62,0.00,1.16,0.00,1.00,674.00,114.00,353.00,167.00,0.00,40.00
2023,3,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",62.00,7.00,3.95,0.00,3.05,0.00,0.00,0.00,0.00,300.00,242.00,0.00,58.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",69.00,9.00,3.83,0.00,3.64,0.00,1.53,1.00,0.00,267.00,143.00,0.00,83.00,0.00,41.00
2023,3,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",62.00,8.00,3.85,0.88,1.62,0.00,1.65,2.00,0.00,833.00,606.00,29.00,42.00,0.00,156.00
2023,3,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",13.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",58.00,10.00,2.71,0.00,2.37,0.00,4.92,2.00,2.00,598.00,195.00,0.00,73.00,0.00,330.00
2023,3,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",170.00,19.00,3.19,1.00,5.80,0.00,9.01,6.00,0.00,807.00,129.00,75.00,151.00,0.00,452.00
2023,3,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",60.00,9.00,2.25,0.00,2.75,0.00,4.00,0.00,0.00,323.00,87.00,0.00,49.00,0.00,187.00
2023,3,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",8.00,3.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,121.00,0.00,0.00,29.00,0.00,92.00
2023,3,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",58.00,14.00,2.88,0.00,6.60,0.00,4.53,1.00,0.00,653.00,231.00,0.00,207.00,0.00,215.00
2023,3,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",62.00,8.00,3.38,0.37,2.30,0.00,1.95,0.00,0.00,431.00,216.00,26.00,72.00,0.00,117.00
2023,3,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",74.00,8.00,3.70,0.81,1.11,0.00,2.39,0.00,0.00,533.00,155.00,100.00,45.00,0.00,233.00
2023,3,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",116.00,19.00,2.90,0.00,9.21,0.99,5.89,7.00,0.00,1013.00,194.00,0.00,254.00,201.00,364.00
2023,3,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",213.00,25.00,4.19,1.85,7.56,0.00,11.40,3.00,0.00,1108.00,182.00,99.00,215.00,0.00,612.00
2023,3,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",83.00,12.00,2.27,0.00,4.47,0.00,5.26,1.00,0.00,614.00,105.00,0.00,201.00,0.00,308.00
2023,3,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",70.00,17.00,6.43,1.00,3.98,0.00,5.59,2.00,0.00,1645.00,377.00,33.00,159.00,0.00,1076.00
2023,3,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",106.00,14.00,6.84,0.57,3.94,0.00,2.66,2.00,0.00,708.00,290.00,56.00,203.00,0.00,159.00
2023,3,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",146.00,27.00,10.23,0.57,7.61,0.00,8.59,2.00,0.00,1569.00,580.00,120.00,422.00,0.00,447.00
2023,3,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",206.00,27.00,4.51,0.75,12.22,0.00,9.52,3.00,0.00,1401.00,319.00,68.00,541.00,0.00,473.00
2023,3,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",284.00,39.00,13.04,0.19,15.33,0.00,10.44,5.00,0.00,2499.00,1151.00,62.00,569.00,0.00,717.00
2023,3,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",156.00,21.00,4.94,1.00,11.73,0.00,3.33,2.00,1.00,982.00,257.00,18.00,452.00,0.00,255.00
2023,3,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",26.00,7.00,1.00,0.00,5.58,0.00,0.42,0.00,0.00,213.00,32.00,0.00,159.00,0.00,22.00
2023,3,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",20.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,68.00,68.00,0.00,0.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",80.00,11.00,4.70,1.92,4.38,0.00,0.00,0.00,1.00,615.00,202.00,282.00,131.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",600.00,97.00,27.68,2.66,24.81,0.00,41.85,8.00,1.00,6098.00,1311.00,1518.00,860.00,0.00,2409.00
2023,3,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,11.00,3.40,1.90,4.69,0.00,1.00,0.00,0.00,539.00,113.00,198.00,167.00,0.00,61.00
2023,3,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",59.00,7.00,4.00,0.00,2.00,0.00,1.00,0.00,0.00,501.00,314.00,0.00,149.00,0.00,38.00
2023,3,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",179.00,23.00,5.61,1.00,10.41,0.00,5.99,1.00,0.00,1254.00,385.00,25.00,476.00,0.00,368.00
2023,3,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62.00,11.00,3.88,3.19,1.66,0.00,2.26,0.00,0.00,739.00,248.00,284.00,72.00,0.00,135.00
2023,3,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",46.00,8.00,2.88,2.44,1.64,0.00,1.04,0.00,0.00,655.00,185.00,283.00,90.00,0.00,97.00
2023,3,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",182.00,34.00,9.27,1.00,18.22,0.00,5.51,1.00,0.00,2720.00,1698.00,51.00,575.00,0.00,396.00
2023,3,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1404.00,182.00,41.37,2.49,54.81,0.00,83.33,24.00,1.00,11624.00,3162.00,93.00,2785.00,0.00,5584.00
2023,3,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",62.00,9.00,6.31,0.00,0.69,0.00,2.00,0.00,0.00,320.00,219.00,0.00,37.00,0.00,64.00
2023,3,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",171.00,33.00,7.67,0.00,18.63,0.00,6.71,0.00,0.00,1812.00,580.00,0.00,747.00,0.00,485.00
2023,3,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",31.00,12.00,4.20,0.00,5.99,0.00,1.81,0.00,0.00,1658.00,948.00,0.00,513.00,0.00,197.00
2023,3,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,2.00,0.95,0.00,0.00,0.00,1.05,0.00,0.00,184.00,53.00,0.00,0.00,0.00,131.00
2023,3,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",3.00,3.00,1.91,0.00,1.09,0.00,0.00,0.00,0.00,176.00,152.00,0.00,24.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",43.00,3.00,1.80,0.00,1.20,0.00,0.00,1.00,0.00,67.00,46.00,0.00,21.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",77.00,14.00,7.97,0.00,2.26,0.00,3.77,1.00,0.00,788.00,429.00,0.00,82.00,0.00,277.00
2023,3,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",110.00,13.00,4.82,0.92,4.03,0.00,3.23,2.00,0.00,2010.00,704.00,939.00,192.00,0.00,175.00
2023,3,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",81.00,19.00,4.77,0.00,3.69,0.00,10.54,2.00,0.00,1094.00,294.00,0.00,156.00,0.00,644.00
2023,3,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",89.00,6.00,2.54,0.00,2.00,0.00,1.46,0.00,0.00,447.00,173.00,0.00,74.00,0.00,200.00
2023,3,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",31.00,3.00,1.42,0.00,1.00,0.00,0.58,0.00,0.00,130.00,85.00,0.00,24.00,0.00,21.00
2023,3,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",52.00,8.00,0.56,0.00,3.18,0.00,4.26,0.00,0.00,367.00,19.00,0.00,79.00,0.00,269.00
2023,3,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1.00,1.00,0.78,0.00,0.22,0.00,0.00,0.00,0.00,140.00,109.00,0.00,31.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",23.00,3.00,1.15,0.00,1.77,0.00,0.08,0.00,0.00,505.00,342.00,0.00,155.00,0.00,8.00
2023,3,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",137.00,17.00,6.54,0.25,5.09,0.00,5.13,0.00,0.00,1361.00,657.00,9.00,148.00,0.00,547.00
2023,3,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",262.00,53.00,16.92,0.01,26.42,0.00,9.65,1.00,0.00,2534.00,1003.00,3.00,888.00,0.00,640.00
2023,3,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,11.00,2.03,0.00,5.14,0.00,3.83,1.00,1.00,734.00,271.00,0.00,168.00,0.00,295.00
2023,3,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",166.00,31.00,10.56,1.29,15.89,0.00,3.27,2.00,0.00,1916.00,700.00,136.00,771.00,0.00,309.00
2023,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1755.00,288.00,55.43,4.52,147.86,0.00,80.19,18.00,0.00,17888.00,4962.00,432.00,5946.00,0.00,6548.00
2023,3,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",62.00,5.00,2.02,0.00,1.05,0.00,1.93,2.00,0.00,199.00,123.00,0.00,20.00,0.00,56.00
2023,3,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",90.00,13.00,5.79,0.30,3.47,0.00,3.44,2.00,0.00,812.00,341.00,41.00,155.00,0.00,275.00
2023,3,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2716.00,389.00,76.35,23.01,196.50,0.00,93.14,65.00,0.00,34606.00,10177.00,3499.00,12627.00,0.00,8303.00
2023,3,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",31.00,1.00,0.01,0.00,0.46,0.00,0.53,0.00,0.00,102.00,1.00,0.00,47.00,0.00,54.00
2023,3,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",62.00,8.00,2.98,1.00,3.17,0.00,0.85,1.00,0.00,325.00,156.00,70.00,59.00,0.00,40.00
2023,3,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",121.00,32.00,7.79,0.10,14.68,0.00,9.43,5.00,1.00,2076.00,700.00,26.00,598.00,0.00,752.00
2023,3,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",20.00,3.00,0.44,0.00,1.56,0.00,1.00,0.00,0.00,63.00,7.00,0.00,26.00,0.00,30.00
2023,3,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",180.00,24.00,9.29,1.89,8.62,0.00,4.21,2.00,2.00,2032.00,522.00,958.00,371.00,0.00,181.00
2023,3,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",54.00,7.00,4.00,0.08,2.00,0.00,0.92,1.00,1.00,387.00,238.00,7.00,65.00,0.00,77.00
2023,3,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",120.00,17.00,9.73,4.64,1.63,0.00,1.00,0.00,1.00,1356.00,324.00,927.00,80.00,0.00,25.00
2023,3,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",112.00,18.00,6.24,1.46,4.47,0.00,5.83,4.00,1.00,806.00,334.00,47.00,148.00,0.00,277.00
2023,3,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.00,5.00,3.20,0.00,0.80,0.00,1.00,0.00,0.00,225.00,152.00,0.00,24.00,0.00,49.00
2023,3,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",31.00,5.00,1.03,1.58,0.67,0.00,1.72,1.00,1.00,248.00,23.00,83.00,45.00,0.00,97.00
2023,3,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",13.00,4.00,1.00,0.00,2.26,0.00,0.74,0.00,0.00,199.00,93.00,0.00,72.00,0.00,34.00
2023,3,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",714.00,90.00,16.36,5.21,29.08,0.00,39.35,0.00,0.00,8579.00,1928.00,1672.00,993.00,0.00,3986.00
2023,3,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",61.00,12.00,3.45,1.00,3.59,0.00,3.96,2.00,0.00,606.00,147.00,30.00,131.00,0.00,298.00
2023,3,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",21.00,5.00,1.64,0.00,2.36,0.00,1.00,1.00,2.00,164.00,36.00,0.00,61.00,0.00,67.00
2023,3,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",6.00,2.00,0.45,0.00,1.27,0.00,0.29,0.00,0.00,87.00,20.00,0.00,55.00,0.00,12.00
2023,3,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",207.00,37.00,8.93,0.47,12.06,0.00,15.54,5.00,0.00,1593.00,357.00,9.00,372.00,0.00,855.00
2023,3,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",27.00,2.00,1.87,0.00,0.00,0.00,0.13,1.00,0.00,239.00,225.00,0.00,0.00,0.00,14.00
2023,3,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",38.00,2.00,1.52,0.00,0.48,0.00,0.00,0.00,0.00,169.00,158.00,0.00,11.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",27.00,2.00,0.85,0.00,0.15,0.00,1.00,0.00,0.00,61.00,23.00,0.00,4.00,0.00,34.00
2023,3,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",108.00,10.00,4.29,1.00,1.08,0.00,3.63,4.00,1.00,780.00,136.00,254.00,37.00,0.00,353.00
2023,3,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",508.00,74.00,20.03,1.31,19.26,0.00,33.40,3.00,0.00,4433.00,1337.00,92.00,894.00,0.00,2110.00
2023,3,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",201.00,39.00,12.28,0.00,19.27,0.00,7.45,0.00,0.00,1520.00,477.00,0.00,583.00,0.00,460.00
2023,3,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",89.00,10.00,1.79,1.00,2.19,0.00,5.03,1.00,0.00,485.00,75.00,49.00,73.00,0.00,288.00
2023,3,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",270.00,33.00,10.42,0.43,12.81,0.00,9.34,4.00,2.00,1883.00,617.00,49.00,495.00,0.00,722.00
2023,3,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",150.00,37.00,7.58,0.18,24.09,0.00,5.15,2.00,0.00,1713.00,499.00,45.00,888.00,0.00,281.00
2023,3,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",58.00,8.00,2.32,0.00,1.59,0.00,4.08,1.00,0.00,607.00,93.00,0.00,134.00,0.00,380.00
2023,3,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",7.00,1.00,0.50,0.00,0.50,0.00,0.00,1.00,0.00,38.00,19.00,0.00,19.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",44.00,6.00,3.91,0.14,1.92,0.00,0.03,0.00,0.00,379.00,318.00,6.00,54.00,0.00,1.00
2023,3,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",67.00,9.00,3.97,0.00,3.34,0.00,1.69,0.00,0.00,494.00,297.00,0.00,146.00,0.00,51.00
2023,3,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",228.00,30.00,8.21,2.21,8.03,0.00,11.55,2.00,0.00,2231.00,470.00,1113.00,315.00,0.00,333.00
2023,3,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",14.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,31.00,0.00,0.00,0.00,0.00
2023,3,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",46.00,7.00,3.22,0.00,1.65,0.00,2.13,0.00,1.00,436.00,242.00,0.00,64.00,0.00,130.00
2023,3,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",195.00,23.00,6.40,2.23,5.88,0.00,8.48,3.00,1.00,1454.00,379.00,173.00,246.00,0.00,656.00
2023,3,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",92.00,7.00,3.00,0.00,3.00,0.00,1.00,0.00,1.00,176.00,61.00,0.00,71.00,0.00,44.00
2023,3,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",97.00,9.00,3.23,0.00,5.45,0.00,0.32,0.00,0.00,361.00,131.00,0.00,220.00,0.00,10.00
2023,3,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",301.00,97.00,38.97,1.32,23.43,0.03,33.25,7.00,1.00,7398.00,3475.00,182.00,813.00,6.00,2922.00
2023,3,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",58.00,15.00,1.55,0.00,0.86,0.00,12.59,2.00,0.00,683.00,82.00,0.00,27.00,0.00,574.00
2023,3,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",85.00,30.00,6.83,2.65,5.47,0.00,15.05,1.00,0.00,3870.00,426.00,242.00,175.00,0.00,3027.00
2023,3,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",736.00,185.00,68.41,3.67,40.09,1.38,71.44,6.00,2.00,11360.00,4514.00,272.00,1761.00,64.00,4749.00
2023,3,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1318.00,349.00,97.85,4.76,92.07,1.67,152.64,26.00,10.00,25582.00,8494.00,546.00,4219.00,56.00,12267.00
2023,3,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",58.00,6.00,1.05,1.00,0.09,0.00,3.86,0.00,1.00,334.00,28.00,36.00,9.00,0.00,261.00
2023,3,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",31.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00,308.00,0.00,0.00,0.00,0.00
2023,3,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",235.00,61.00,23.30,3.52,11.39,0.11,22.68,3.00,0.00,3716.00,1175.00,182.00,371.00,7.00,1981.00
2023,3,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",61.00,17.00,7.56,1.07,3.32,0.00,5.05,2.00,0.00,799.00,346.00,66.00,113.00,0.00,274.00
2023,3,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",93.00,41.00,13.82,1.85,4.48,0.00,20.85,3.00,0.00,4196.00,1565.00,321.00,259.00,0.00,2051.00
2023,3,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",626.00,174.00,52.79,3.30,32.74,0.34,84.82,9.00,4.00,12823.00,3605.00,218.00,1819.00,16.00,7165.00
2023,3,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",124.00,42.00,17.59,1.06,6.21,0.29,16.85,2.00,0.00,3477.00,1427.00,17.00,176.00,6.00,1851.00
2023,3,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1382.00,318.00,115.14,8.49,54.65,0.74,138.97,24.00,0.00,22279.00,8293.00,765.00,1857.00,36.00,11328.00
2023,3,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",116.00,36.00,13.54,1.92,5.73,0.05,14.76,2.00,0.00,2041.00,555.00,251.00,223.00,4.00,1008.00
2023,3,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",155.00,60.00,15.64,1.71,19.54,0.00,23.11,4.00,4.00,4541.00,1602.00,89.00,1538.00,0.00,1312.00
2023,3,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",262.00,74.00,26.32,0.44,10.72,0.00,36.52,2.00,0.00,4811.00,1432.00,37.00,400.00,0.00,2942.00
2023,3,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",62.00,16.00,6.74,1.12,3.97,0.00,4.18,0.00,0.00,1325.00,516.00,87.00,136.00,0.00,586.00
2023,3,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",62.00,24.00,5.56,1.27,4.27,0.00,12.89,0.00,1.00,1619.00,251.00,241.00,155.00,0.00,972.00
2023,3,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",323.00,67.00,20.87,0.76,12.08,0.00,33.30,3.00,0.00,5359.00,1636.00,25.00,414.00,0.00,3284.00
2023,3,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",111.00,47.00,25.18,2.51,7.14,0.94,11.22,2.00,0.00,3539.00,1553.00,134.00,240.00,18.00,1594.00
2023,3,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",324.00,85.00,25.45,1.07,6.79,0.18,51.51,3.00,0.00,4475.00,1437.00,70.00,224.00,16.00,2728.00
2023,3,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9774.00,2034.00,504.74,36.65,574.24,4.49,913.87,41.00,13.00,168083.00,60638.00,4422.00,21425.00,171.00,81427.00
2023,3,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",331.00,73.00,17.03,1.94,7.39,0.01,46.62,2.00,3.00,6886.00,1201.00,156.00,283.00,1.00,5245.00
2023,3,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",84.00,24.00,9.06,0.23,5.37,0.00,9.35,3.00,0.00,1477.00,503.00,19.00,143.00,0.00,812.00
2023,3,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",209.00,49.00,19.35,1.89,3.99,0.00,23.77,3.00,0.00,3341.00,1024.00,313.00,190.00,0.00,1814.00
2023,3,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",93.00,25.00,7.15,0.18,4.61,0.50,12.56,0.00,0.00,1517.00,359.00,24.00,182.00,19.00,933.00
2023,3,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2464.00,639.00,164.35,9.09,167.26,0.91,297.38,23.00,3.00,48953.00,16434.00,764.00,5632.00,77.00,26046.00
2023,3,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",696.00,232.00,73.79,4.85,76.64,0.05,76.67,7.00,1.00,13201.00,4938.00,524.00,2592.00,1.00,5146.00
2023,3,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13234.00,3529.00,820.47,149.77,999.84,8.27,1550.65,304.00,84.00,337375.00,118554.00,15718.00,47438.00,403.00,155262.00
2023,3,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",239.00,88.00,24.16,2.26,22.52,0.00,39.06,5.00,1.00,5308.00,1664.00,138.00,727.00,0.00,2779.00
2023,3,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",360.00,88.00,29.73,3.63,10.53,0.00,44.10,7.00,1.00,5807.00,1330.00,1286.00,317.00,0.00,2874.00
2023,3,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",66.00,31.00,8.33,0.49,4.98,0.00,17.21,1.00,0.00,2081.00,564.00,38.00,207.00,0.00,1272.00
2023,3,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",221.00,59.00,23.32,0.88,20.39,0.00,14.41,2.00,0.00,4412.00,1785.00,196.00,1025.00,0.00,1406.00
2023,3,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",235.00,62.00,22.00,1.71,11.35,0.00,26.94,6.00,0.00,4052.00,1612.00,105.00,334.00,0.00,2001.00
2023,3,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",31.00,8.00,1.80,0.00,1.53,0.00,4.67,0.00,0.00,531.00,60.00,0.00,56.00,0.00,415.00
2023,3,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",727.00,260.00,67.07,5.11,88.50,0.54,98.78,4.00,0.00,17686.00,4834.00,514.00,3910.00,22.00,8406.00
